"","id","training_condition","attempt","role","future_role","partner","training","training_encounter","strategy_accept","strategy_reject","all_correct"
"464","id0373","training_receiver_self",3,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $3","The AI responder will learn to reject $1",1
"465","id0373","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $1","The AI responder will learn to reject $1",0
"466","id0374","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $1","The AI responder will learn to reject $4",1
"467","id0375","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"468","id0376","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"469","id0377","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"470","id0378","training_receiver_self",1,"I will be proposing offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to propose offers. ","Yes","The AI responder will learn to accept $6","The AI responder will learn to reject $2",0
"471","id0378","training_receiver_self",2,"I will be responding to offers.","I will be responding to offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $1","The AI responder will learn to reject $5",0
"472","id0378","training_receiver_self",3,"I will be responding to offers.","I will be responding to offers.","I will only play with AI.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $1","The AI responder will learn to reject $2",0
"473","id0378","training_receiver_self",4,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $5","The AI responder will learn to reject $5",1
"474","id0379","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $2","The AI responder will learn to reject $4",1
"475","id0380","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"476","id0381","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $4","The AI responder will learn to reject $2",1
"477","id0382","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $3","The AI responder will learn to reject $5",1
"478","id0383","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $4","The AI responder will learn to reject $5",1
"479","id0384","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $1","The AI responder will learn to reject $5",1
"480","id0385","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"481","id0386","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $2","The AI responder will learn to reject $1",1
"482","id0387","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $6","The AI responder will learn to reject $2",1
"483","id0388","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"484","id0389","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"485","id0390","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"486","id0391","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $6","The AI responder will learn to reject $2",1
"487","id0392","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $3","The AI responder will learn to reject $5",1
"488","id0393","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"489","id0394","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $1","The AI responder will learn to reject $3",1
"490","id0395","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $3","The AI responder will learn to reject $1",1
"491","id0396","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"492","id0398","training_receiver_self",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $6","The AI responder will learn to reject $1",1
"493","id0398","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $6","The AI responder will learn to reject $6",0
"494","id0399","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"495","id0400","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $4","The AI responder will learn to reject $3",1
"496","id0401","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"497","id0402","training_receiver_self",1,"I will be responding to offers.","I will be responding to offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $4","The AI responder will learn to reject $2",0
"498","id0402","training_receiver_self",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $6","The AI responder will learn to reject $6",1
"499","id0403","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $6","The AI responder will learn to reject $3",1
"500","id0404","control",1,"I will be responding to offers.","I will be responding to offers.","I will only play with human participants recruited from a separate Prolific experiment.","Question not asked","Question not asked","Question not asked","Question not asked",0
"501","id0404","control",2,"I will be responding to offers.","I will be responding to offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",0
"502","id0404","control",3,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"503","id0405","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $2","The AI responder will learn to reject $6",1
"504","id0406","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"505","id0407","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"506","id0408","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $4","The AI responder will learn to reject $5",1
"507","id0409","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $1","The AI responder will learn to reject $1",1
"508","id0410","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $4","The AI responder will learn to reject $6",1
"509","id0411","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $2","The AI responder will learn to reject $2",1
"510","id0412","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $3","The AI responder will learn to reject $2",1
"511","id0413","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $5","The AI responder will learn to reject $6",1
"512","id0414","training_receiver_self",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $2","The AI responder will learn to reject $4",1
"513","id0414","training_receiver_self",1,"I will be responding to offers.","I will be responding to offers.","I will only play with AI.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $5","The AI responder will learn to reject $1",0
"514","id0415","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $2","The AI responder will learn to reject $1",1
"515","id0416","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"516","id0417","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $5","The AI responder will learn to reject $1",1
"517","id0418","training_receiver_others",1,"I will be responding to offers.","I will be responding to offers.","I will only play with human participants recruited from a separate Prolific experiment.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $3","The AI responder will learn to reject $2",0
"518","id0418","training_receiver_others",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $5","The AI responder will learn to reject $3",0
"519","id0418","training_receiver_others",3,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to reject $5","The AI responder will learn to reject $1",0
"520","id0418","training_receiver_others",4,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $5","The AI responder will learn to reject $3",1
"521","id0419","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $2","The AI responder will learn to reject $5",1
"522","id0420","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $6","The AI responder will learn to reject $1",1
"523","id0421","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"524","id0422","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"525","id0423","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $1","The AI responder will learn to reject $3",1
"526","id0424","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"527","id0425","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $2","The AI responder will learn to accept $4",0
"528","id0425","training_receiver_self",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $6","The AI responder will learn to reject $6",1
"529","id0426","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $1","The AI responder will learn to reject $5",1
"530","id0427","training_receiver_self",1,"I will be responding to offers.","I will be responding to offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $5","The AI responder will learn to reject $6",0
"531","id0427","training_receiver_self",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $2","The AI responder will learn to reject $4",1
"532","id0428","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"533","id0429","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $4","The AI responder will learn to reject $2",0
"534","id0429","training_receiver_self",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $1","The AI responder will learn to reject $4",1
"535","id0429","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
